node_id,community_id,node_type_mask,label,is_target,importance_annotator1,importance_annotator2,importance_annotator3,importance_annotator4,importance_annotator5
34,1,node,,0,2,,2,,
35,1,link,1,0,0,,0,,
36,1,link,1,0,0,,0,,
37,1,link,1,0,0,,0,,
38,1,link,1,0,0,,0,,
39,1,link,0,1,2,,2,,
40,1,link,1,0,0,,0,,
0,2,entity_2,,0,0,,0,,
1,2,link,0,0,0,,0,,
2,2,link,1,0,2,,2,,
3,2,link,0,0,0,,0,,
4,2,node,,0,0,,0,,
5,2,link,1,0,2,,1,,
6,2,link,0,0,0,,0,,
7,2,link,0,0,0,,0,,
8,2,entity_2,,0,0,,0,,
9,2,entity_2,,0,0,,0,,
10,2,link,1,0,2,,1,,
11,2,entity_1,,0,0,,0,,
12,2,link,0,0,0,,0,,
13,2,link,1,0,2,,1,,
14,2,link,0,0,0,,0,,
15,2,entity_0,,0,0,,1,,
16,2,link,1,0,2,,1,,
17,2,entity_0,,0,0,,0,,
18,2,link,1,1,2,,2,,
19,2,link,1,0,2,,1,,
20,2,link,1,0,2,,1,,
21,2,link,1,0,2,,1,,
22,2,link,0,0,0,,0,,
23,2,link,0,0,0,,0,,
24,2,link,0,0,0,,0,,
25,2,link,1,0,2,,1,,
26,2,entity_2,,0,0,,0,,
27,2,link,1,0,2,,1,,
28,2,link,1,0,2,,1,,
29,2,node,,0,0,,0,,
30,2,entity_2,,0,0,,0,,
31,2,node,,0,2,,2,,
32,2,entity_1,,0,0,,0,,
33,2,entity_0,,0,0,,0,,
34,2,link,0,0,0,,0,,
35,2,node,,0,0,,0,,
36,2,entity_0,,0,0,,0,,
37,2,link,0,0,0,,0,,
38,2,link,1,0,2,,1,,
39,2,entity_0,,0,0,,0,,
40,2,link,0,0,0,,0,,
41,2,link,1,0,2,,1,,
42,2,entity_1,,0,2,,2,,
43,2,link,1,0,2,,1,,
44,2,link,1,0,0,,0,,
45,2,link,0,0,0,,0,,
46,2,entity_0,,0,2,,2,,
47,2,link,1,0,2,,1,,
48,2,entity_2,,0,0,,0,,
49,2,link,0,0,0,,0,,
50,2,link,0,0,0,,0,,
51,2,entity_2,,0,0,,0,,
52,2,entity_2,,0,0,,0,,
53,2,link,0,0,0,,0,,
54,2,link,1,0,2,,1,,
55,2,entity_0,,0,0,,1,,
56,2,entity_1,,0,0,,0,,
57,2,link,1,0,2,,1,,
58,2,link,1,0,2,,1,,
59,2,link,1,0,2,,1,,
60,2,link,1,0,2,,1,,
61,2,link,1,0,2,,1,,
0,3,link,1,0,2,,2,,
1,3,link,1,0,2,,2,,
2,3,link,1,0,2,,2,,
3,3,link,1,0,2,,2,,
4,3,link,1,0,2,,2,,
5,3,link,1,0,2,,2,,
6,3,link,1,0,2,,2,,
7,3,link,1,0,2,,2,,
8,3,link,0,0,0,,0,,
9,3,link,1,0,2,,2,,
10,3,link,1,0,2,,2,,
11,3,link,1,0,2,,2,,
12,3,link,1,0,2,,2,,
13,3,link,1,0,2,,2,,
14,3,link,1,0,2,,2,,
15,3,entity_1,,0,2,,2,,
16,3,link,1,0,2,,2,,
17,3,link,1,0,2,,2,,
18,3,link,1,0,2,,2,,
19,3,link,1,0,2,,2,,
20,3,link,1,0,2,,2,,
21,3,link,1,0,2,,2,,
22,3,entity_2,,0,2,,2,,
23,3,link,0,0,0,,0,,
24,3,link,1,0,2,,2,,
25,3,link,1,0,2,,2,,
26,3,link,1,0,2,,2,,
27,3,link,1,0,2,,2,,
28,3,link,1,0,2,,2,,
29,3,link,1,0,2,,2,,
30,3,entity_0,,0,2,,2,,
31,3,node,,0,2,,2,,
32,3,link,1,0,2,,2,,
33,3,link,1,0,2,,2,,
34,3,link,1,0,2,,2,,
35,3,link,1,0,2,,2,,
36,3,link,1,1,2,,2,,
0,4,entity_0,,0,0,,0,,
1,4,entity_0,,0,0,,0,,
2,4,link,0,0,0,,0,,
3,4,entity_2,,0,2,,2,,
4,4,link,0,0,0,,0,,
5,4,link,1,0,2,,2,,
6,4,link,0,0,0,,0,,
7,4,entity_0,,0,0,,0,,
8,4,entity_0,,0,0,,0,,
9,4,link,0,0,0,,0,,
10,4,link,0,0,0,,0,,
11,4,link,0,0,0,,0,,
12,4,link,0,0,0,,0,,
13,4,link,0,0,0,,0,,
14,4,node,,0,0,,0,,
15,4,node,,0,0,,0,,
16,4,link,0,0,0,,0,,
17,4,node,,0,0,,0,,
18,4,link,0,0,0,,0,,
19,4,link,0,0,0,,0,,
20,4,entity_1,,0,0,,0,,
21,4,node,,0,2,,2,,
22,4,entity_1,,0,0,,0,,
23,4,link,0,0,0,,0,,
24,4,node,,0,0,,0,,
25,4,node,,0,0,,0,,
26,4,link,0,0,0,,0,,
27,4,node,,0,0,,0,,
28,4,link,1,0,2,,2,,
29,4,link,0,0,0,,0,,
30,4,link,0,0,0,,0,,
31,4,link,0,0,0,,0,,
32,4,link,0,0,0,,0,,
33,4,entity_0,,0,0,,0,,
34,4,link,0,0,0,,0,,
35,4,link,0,0,0,,0,,
36,4,entity_1,,0,0,,0,,
37,4,link,0,0,0,,0,,
38,4,link,0,0,0,,0,,
39,4,entity_1,,0,0,,0,,
40,4,link,0,0,0,,0,,
41,4,link,0,0,0,,0,,
42,4,link,0,0,0,,0,,
43,4,link,0,0,0,,0,,
44,4,link,0,0,0,,0,,
45,4,entity_0,,0,2,,2,,
46,4,link,0,0,0,,0,,
47,4,link,0,0,0,,0,,
48,4,entity_1,,0,0,,0,,
49,4,link,0,0,0,,0,,
50,4,entity_1,,0,0,,0,,
51,4,link,0,0,0,,0,,
52,4,node,,0,0,,0,,
53,4,link,0,0,0,,0,,
54,4,entity_0,,0,0,,0,,
55,4,link,0,0,0,,0,,
56,4,entity_1,,0,0,,0,,
57,4,link,1,1,2,,2,,
58,4,link,0,0,0,,0,,
59,4,link,0,0,0,,0,,
60,4,entity_1,,0,2,,2,,
61,4,entity_0,,0,0,,0,,
0,5,link,1,0,2,,2,0,
1,5,link,1,0,2,,2,0,
2,5,link,1,0,2,,2,0,
3,5,link,1,0,2,,2,0,
4,5,link,1,0,2,,1,0,
5,5,link,1,0,2,,2,0,
6,5,link,0,0,0,,0,0,
7,5,link,1,0,2,,2,0,
8,5,link,1,0,2,,2,0,
9,5,link,1,0,2,,2,0,
10,5,link,1,0,2,,2,0,
11,5,link,1,0,2,,2,0,
12,5,entity_2,,0,2,,0,0,
13,5,link,1,0,2,,2,0,
14,5,link,1,0,2,,2,0,
15,5,node,,0,2,,0,0,
16,5,link,0,0,0,,0,0,
17,5,entity_0,,0,2,,2,2,
18,5,entity_1,,0,2,,2,2,
19,5,link,1,0,2,,2,0,
20,5,link,1,0,2,,2,0,
21,5,link,1,0,2,,2,0,
22,5,link,1,0,2,,1,0,
23,5,link,1,0,2,,2,0,
24,5,link,1,0,2,,2,0,
25,5,link,1,0,2,,2,0,
26,5,link,0,0,0,,0,0,
27,5,link,1,0,2,,2,0,
28,5,link,1,0,2,,2,0,
29,5,entity_2,,0,2,,2,2,
30,5,link,1,0,2,,2,0,
31,5,entity_1,,0,2,,0,0,
32,5,link,1,0,2,,1,0,
33,5,link,1,0,2,,1,0,
34,5,link,1,0,2,,2,0,
35,5,link,1,0,2,,2,0,
36,5,link,1,1,2,,2,2,
37,5,node,,0,2,,2,2,
38,5,link,0,0,0,,0,0,
0,6,node,,0,0,,0,,
1,6,link,0,0,0,,0,,
2,6,link,0,0,0,,0,,
3,6,link,0,0,0,,0,,
4,6,node,,0,0,,0,,
5,6,entity_0,,0,0,,0,,
6,6,entity_0,,0,0,,0,,
7,6,link,0,0,0,,0,,
8,6,node,,0,0,,0,,
9,6,entity_1,,0,0,,0,,
10,6,entity_2,,0,0,,0,,
11,6,link,0,0,0,,0,,
12,6,node,,0,0,,0,,
13,6,link,0,0,0,,0,,
14,6,link,0,0,0,,0,,
15,6,entity_1,,0,0,,0,,
16,6,entity_0,,0,0,,0,,
17,6,node,,0,0,,0,,
18,6,link,0,0,0,,0,,
19,6,link,0,0,0,,0,,
20,6,link,0,0,0,,0,,
21,6,link,0,0,0,,0,,
22,6,entity_0,,0,0,,0,,
23,6,link,0,0,0,,0,,
24,6,link,0,0,0,,0,,
25,6,link,0,0,0,,0,,
26,6,link,1,0,0,,0,,
27,6,node,,0,0,,0,,
28,6,entity_1,,0,0,,0,,
29,6,link,0,0,0,,0,,
30,6,link,0,0,0,,0,,
31,6,link,1,1,2,,2,,
32,6,entity_1,,0,0,,0,,
33,6,entity_0,,0,0,,0,,
34,6,entity_1,,0,0,,0,,
35,6,entity_1,,0,0,,0,,
36,6,entity_1,,0,0,,0,,
37,6,entity_1,,0,0,,0,,
38,6,entity_2,,0,0,,0,,
39,6,link,0,0,0,,0,,
40,6,link,0,0,0,,0,,
41,6,entity_0,,0,0,,0,,
42,6,link,0,0,0,,0,,
43,6,entity_1,,0,0,,0,,
44,6,entity_1,,0,0,,0,,
45,6,node,,0,0,,0,,
46,6,link,0,0,0,,0,,
47,6,entity_1,,0,0,,0,,
48,6,link,0,0,0,,0,,
49,6,link,0,0,0,,0,,
50,6,entity_0,,0,0,,0,,
51,6,entity_0,,0,0,,0,,
52,6,node,,0,0,,0,,
53,6,link,0,0,0,,0,,
54,6,link,0,0,0,,0,,
55,6,link,0,0,0,,0,,
56,6,node,,0,0,,0,,
57,6,node,,0,0,,0,,
58,6,link,0,0,0,,0,,
59,6,link,0,0,0,,0,,
60,6,link,0,0,0,,0,,
61,6,link,0,0,0,,0,,
62,6,link,0,0,0,,0,,
0,7,link,0,0,2,,0,0,
1,7,link,0,0,2,,0,0,
2,7,link,0,0,2,,0,0,
3,7,link,0,0,2,,0,0,
4,7,entity_0,,0,0,,0,0,
5,7,entity_2,,0,2,,2,2,
6,7,link,1,0,0,,0,0,
7,7,entity_0,,0,2,,2,0,
8,7,link,0,0,2,,0,0,
9,7,entity_1,,0,0,,0,0,
10,7,link,0,0,2,,0,0,
11,7,link,0,0,2,,0,0,
12,7,link,0,0,2,,0,0,
13,7,link,0,0,2,,2,0,
14,7,link,0,0,2,,0,0,
15,7,link,0,0,2,,0,0,
16,7,link,0,0,2,,0,0,
17,7,link,0,0,2,,0,0,
18,7,link,0,0,2,,0,0,
19,7,link,0,0,2,,0,0,
20,7,link,0,0,2,,0,0,
21,7,link,0,0,2,,0,0,
22,7,link,0,0,2,,0,0,
23,7,entity_1,,0,0,,0,0,
24,7,link,0,0,2,,0,0,
25,7,link,0,0,2,,0,0,
26,7,entity_0,,0,0,,0,0,
27,7,entity_1,,0,0,,0,0,
28,7,entity_1,,0,0,,0,0,
29,7,node,,0,0,,0,0,
30,7,link,0,0,2,,0,0,
31,7,link,0,0,2,,0,0,
32,7,link,0,0,2,,0,0,
33,7,link,0,0,2,,2,0,
34,7,link,0,0,2,,0,0,
35,7,link,0,1,2,,2,2,
36,7,link,0,0,2,,2,0,
37,7,node,,0,2,,2,0,
38,7,entity_0,,0,0,,0,0,
39,7,link,0,0,2,,0,0,
40,7,link,0,0,2,,0,0,
41,7,link,0,0,2,,0,0,
42,7,node,,0,0,,0,0,
43,7,link,0,0,2,,0,0,
44,7,entity_0,,0,0,,0,0,
45,7,link,0,0,2,,1,0,
46,7,link,0,0,2,,0,0,
47,7,link,0,0,2,,0,0,
48,7,link,0,0,2,,0,0,
49,7,link,0,0,2,,0,0,
50,7,node,,0,0,,0,0,
51,7,link,0,0,2,,0,0,
52,7,link,0,0,2,,0,0,
53,7,link,0,0,2,,0,0,
54,7,link,0,0,2,,0,0,
55,7,link,0,0,2,,0,0,
56,7,node,,0,0,,0,0,
57,7,entity_1,,0,2,,2,0,
58,7,link,0,0,2,,0,0,
59,7,link,0,0,2,,0,0,
0,8,link,1,0,0,,0,,
1,8,link,1,0,0,,0,,
2,8,entity_1,,0,2,,2,,
3,8,link,1,0,0,,0,,
4,8,link,0,0,0,,0,,
5,8,entity_1,,0,0,,0,,
6,8,link,1,0,0,,0,,
7,8,link,0,0,0,,0,,
8,8,link,0,0,0,,0,,
9,8,link,0,0,0,,0,,
10,8,entity_2,,0,0,,0,,
11,8,link,0,0,0,,0,,
12,8,node,,0,0,,0,,
13,8,entity_2,,0,0,,0,,
14,8,link,0,0,0,,0,,
15,8,entity_2,,0,0,,0,,
16,8,link,0,0,0,,0,,
17,8,entity_0,,0,2,,2,,
18,8,link,0,0,0,,0,,
19,8,link,0,0,0,,0,,
20,8,link,0,0,0,,0,,
21,8,link,0,0,0,,0,,
22,8,link,1,0,0,,0,,
23,8,entity_2,,0,0,,0,,
24,8,link,1,0,0,,0,,
25,8,link,1,0,0,,0,,
26,8,link,1,0,0,,0,,
27,8,entity_2,,0,0,,0,,
28,8,link,0,0,0,,0,,
29,8,link,0,0,0,,0,,
30,8,entity_0,,0,0,,0,,
31,8,link,1,0,0,,0,,
32,8,link,0,0,0,,0,,
33,8,entity_2,,0,0,,0,,
34,8,link,1,0,0,,0,,
35,8,link,0,0,0,,0,,
36,8,link,1,0,0,,0,,
37,8,node,,0,0,,0,,
38,8,node,,0,0,,0,,
39,8,node,,0,0,,0,,
40,8,entity_2,,0,0,,0,,
41,8,link,0,0,0,,0,,
42,8,entity_0,,0,0,,0,,
43,8,link,0,1,2,,2,,
44,8,link,1,0,0,,0,,
45,8,link,1,0,0,,0,,
46,8,entity_0,,0,0,,0,,
47,8,link,0,0,2,,2,,
48,8,node,,0,0,,0,,
49,8,link,1,0,0,,0,,
50,8,link,1,0,0,,0,,
51,8,link,1,0,0,,0,,
52,8,entity_2,,0,0,,0,,
53,8,node,,0,0,,0,,
54,8,link,1,0,0,,0,,
55,8,node,,0,2,,2,,
56,8,entity_2,,0,0,,0,,
57,8,node,,0,0,,0,,
58,8,link,1,0,0,,0,,
59,8,link,1,0,0,,0,,
60,8,link,0,0,0,,0,,
61,8,entity_0,,0,0,,0,,
0,9,link,1,0,0,,0,0,
1,9,entity_0,,0,2,,0,2,
2,9,link,0,0,2,,0,2,
3,9,link,0,0,2,,0,2,
4,9,link,1,0,0,,0,0,
5,9,link,1,0,0,,0,0,
6,9,entity_0,,0,0,,0,0,
7,9,link,1,0,0,,0,0,
8,9,link,0,0,2,,0,2,
9,9,link,1,0,0,,0,0,
10,9,link,0,1,2,,2,0,
11,9,link,1,0,0,,0,0,
12,9,entity_1,,0,2,,0,2,
13,9,link,1,0,0,,0,0,
14,9,link,0,0,2,,0,2,
15,9,link,1,0,0,,0,0,
16,9,link,0,0,2,,0,2,
17,9,entity_2,,0,2,,0,2,
18,9,link,1,0,0,,0,0,
19,9,link,1,0,0,,0,0,
20,9,link,0,0,2,,0,2,
21,9,link,0,0,2,,0,2,
22,9,node,,0,0,,0,0,
23,9,link,1,0,0,,0,0,
24,9,entity_2,,0,1,,0,2,
25,9,link,0,0,2,,0,2,
26,9,entity_2,,0,0,,0,0,
27,9,link,0,0,2,,0,2,
28,9,link,1,0,0,,0,0,
29,9,link,1,0,0,,0,0,
30,9,entity_2,,0,2,,0,2,
31,9,entity_0,,0,0,,0,0,
32,9,link,1,0,0,,0,0,
33,9,link,0,0,2,,0,2,
34,9,link,0,0,2,,0,2,
35,9,node,,0,0,,0,0,
36,9,link,0,0,2,,0,2,
37,9,node,,0,2,,0,2,
38,9,entity_0,,0,1,,0,2,
39,9,node,,0,1,,0,2,
40,9,link,0,0,2,,0,2,
41,9,entity_1,,0,2,,0,2,
42,9,link,0,0,2,,0,2,
43,9,link,0,0,2,,0,2,
44,9,link,0,0,2,,0,2,
0,10,link,1,0,0,0,0,0,
1,10,link,1,0,0,0,0,0,
2,10,link,1,0,0,0,0,0,
3,10,link,1,0,0,0,0,0,
4,10,link,1,0,0,0,0,0,
5,10,link,1,0,0,0,0,0,
6,10,link,1,0,0,0,0,0,
7,10,node,,0,0,1,1,1,
8,10,link,1,0,0,0,0,0,
9,10,link,1,0,0,0,0,0,
10,10,link,1,0,0,0,0,0,
11,10,link,1,0,0,0,0,0,
12,10,link,1,0,0,0,0,0,
13,10,link,1,0,0,0,0,0,
14,10,entity_1,,0,0,1,1,1,
15,10,link,1,0,0,0,0,0,
16,10,link,1,0,0,0,0,0,
17,10,link,1,0,0,0,0,0,
18,10,link,1,0,0,0,0,0,
19,10,link,1,0,0,0,0,0,
20,10,link,1,0,0,0,0,0,
21,10,link,1,0,0,0,0,0,
22,10,link,1,0,0,0,0,0,
23,10,link,1,0,0,0,0,0,
24,10,link,1,0,0,0,0,0,
25,10,entity_2,,0,0,1,1,1,
26,10,link,0,1,0,2,2,0,
27,10,entity_0,,0,0,0,0,0,
28,10,link,1,0,0,0,0,0,
29,10,link,1,0,0,0,0,0,
30,10,link,1,0,0,0,0,0,
0,11,node,,0,,1,,1,
1,11,entity_1,,0,,1,,2,
2,11,entity_0,,0,,2,,2,
3,11,node,,0,,1,,2,
4,11,link,0,0,,0,,0,
5,11,link,0,0,,0,,0,
6,11,link,1,0,,2,,1,
7,11,link,1,0,,2,,1,
8,11,link,1,0,,2,,1,
9,11,entity_1,,0,,1,,1,
10,11,link,0,0,,0,,0,
11,11,link,0,0,,0,,0,
12,11,link,1,0,,2,,1,
13,11,entity_0,,0,,1,,2,
14,11,entity_1,,0,,1,,1,
15,11,link,1,0,,2,,1,
16,11,link,0,0,,0,,0,
17,11,link,1,0,,2,,1,
18,11,entity_1,,0,,2,,2,
19,11,link,1,0,,2,,1,
20,11,link,0,0,,0,,0,
21,11,entity_0,,0,,1,,2,
22,11,link,1,1,,2,,0,
23,11,node,,0,,2,,2,
24,11,node,,0,,1,,2,
25,11,link,1,0,,2,,1,
26,11,link,1,0,,2,,1,
27,11,link,0,0,,0,,0,
28,11,link,1,0,,2,,2,
29,11,link,1,0,,2,,1,
30,11,node,,0,,1,,1,
31,11,link,0,0,,0,,0,
32,11,entity_2,,0,,2,,2,
33,11,entity_1,,0,,1,,2,
34,11,entity_1,,0,,1,,1,
35,11,node,,0,,1,,1,
36,11,link,1,0,,2,,1,
37,11,link,1,0,,2,,1,
38,11,node,,0,,1,,0,
39,11,link,1,0,,2,,1,
40,11,link,0,0,,0,,0,
41,11,entity_0,,0,,1,,1,
42,11,link,0,0,,0,,0,
43,11,link,0,0,,0,,0,
44,11,entity_1,,0,,1,,1,
45,11,entity_0,,0,,1,,2,
46,11,entity_0,,0,,1,,2,
47,11,entity_0,,0,,1,,2,
0,12,link,1,0,,2,,2,
1,12,link,1,0,,2,,2,
2,12,link,1,0,,2,,2,
3,12,link,1,0,,2,,2,
4,12,entity_0,,0,,2,,2,
5,12,link,1,0,,2,,2,
6,12,entity_2,,0,,2,,2,
7,12,link,1,0,,2,,2,
8,12,link,1,0,,2,,2,
9,12,link,1,0,,2,,2,
10,12,link,1,0,,2,,2,
11,12,link,1,0,,2,,2,
12,12,link,0,0,,0,,0,
13,12,link,1,0,,2,,2,
14,12,link,1,0,,2,,2,
15,12,link,1,0,,2,,2,
16,12,link,1,0,,2,,2,
17,12,link,1,0,,2,,2,
18,12,link,1,0,,2,,2,
19,12,link,1,0,,2,,2,
20,12,link,1,0,,2,,2,
21,12,link,1,0,,2,,2,
22,12,link,1,0,,2,,2,
23,12,link,1,0,,2,,2,
24,12,node,,0,,2,,2,
25,12,entity_1,,0,,2,,2,
26,12,link,1,0,,2,,2,
27,12,link,1,1,,2,,0,
28,12,link,1,0,,2,,2,
29,12,link,1,0,,2,,2,
30,12,link,1,0,,2,,2,
0,13,link,1,0,,0,,0,
1,13,link,1,0,,0,,0,
2,13,link,1,0,,0,,0,
3,13,link,1,0,,0,,0,
4,13,link,1,0,,0,,0,
5,13,link,1,0,,0,,0,
6,13,link,1,0,,0,,0,
7,13,link,1,0,,0,,0,
8,13,link,0,0,,2,,2,
9,13,link,1,0,,0,,0,
10,13,link,1,0,,0,,0,
11,13,entity_1,,0,,2,,1,
12,13,link,1,0,,0,,0,
13,13,link,1,0,,0,,0,
14,13,link,0,0,,2,,2,
15,13,link,1,0,,0,,0,
16,13,link,1,0,,0,,0,
17,13,link,1,0,,0,,0,
18,13,entity_0,,0,,1,,1,
19,13,entity_2,,0,,1,,1,
20,13,link,1,0,,0,,0,
21,13,link,1,0,,0,,0,
22,13,link,1,0,,0,,0,
23,13,link,0,1,,2,,0,
24,13,link,0,0,,2,,2,
25,13,link,1,0,,0,,0,
26,13,link,1,0,,0,,0,
27,13,link,1,0,,0,,0,
28,13,node,,0,,1,,1,
29,13,link,1,0,,0,,0,
0,14,entity_0,,0,,1,,0,
1,14,link,1,0,,0,,0,
2,14,link,1,0,,0,,0,
3,14,link,0,0,,2,,2,
4,14,link,0,0,,2,,2,
5,14,link,1,0,,0,,0,
6,14,link,1,0,,0,,0,
7,14,link,0,0,,2,,2,
8,14,node,,0,,1,,0,
9,14,link,0,0,,2,,2,
10,14,link,0,0,,2,,2,
11,14,link,1,0,,0,,0,
12,14,link,0,0,,0,,2,
13,14,link,1,0,,0,,0,
14,14,link,0,0,,2,,2,
15,14,node,,0,,2,,2,
16,14,link,0,0,,2,,2,
17,14,link,0,1,,2,,0,
18,14,entity_1,,0,,2,,2,
19,14,link,1,0,,0,,0,
20,14,entity_2,,0,,2,,2,
21,14,entity_0,,0,,1,,0,
22,14,link,1,0,,0,,0,
23,14,entity_1,,0,,1,,0,
24,14,link,1,0,,0,,0,
25,14,link,0,0,,2,,2,
26,14,link,0,0,,2,,2,
27,14,link,0,0,,2,,2,
28,14,entity_0,,0,,2,,2,
29,14,link,0,0,,2,,2,
30,14,entity_0,,0,,1,,0,
31,14,link,0,0,,0,,2,
32,14,link,1,0,,0,,0,
33,14,link,0,0,,2,,2,
34,14,entity_0,,0,,1,,0,
0,15,link,0,0,0,,0,,
1,15,node,,0,0,,0,,
2,15,node,,0,0,,0,,
3,15,link,0,0,0,,0,,
4,15,node,,0,0,,0,,
5,15,link,0,0,0,,0,,
6,15,entity_0,,0,0,,0,,
7,15,link,0,0,0,,0,,
8,15,entity_1,,0,0,,0,,
9,15,entity_1,,0,2,,2,,
10,15,link,0,0,0,,0,,
11,15,link,0,0,0,,0,,
12,15,link,0,0,0,,0,,
13,15,link,0,0,0,,0,,
14,15,link,0,1,2,,2,,
15,15,link,0,0,0,,0,,
16,15,link,0,0,0,,0,,
17,15,entity_1,,0,0,,0,,
18,15,link,0,0,0,,0,,
19,15,node,,0,2,,2,,
20,15,link,0,0,0,,0,,
21,15,node,,0,0,,0,,
22,15,link,0,0,0,,0,,
23,15,link,0,0,0,,0,,
24,15,entity_1,,0,0,,0,,
25,15,link,0,0,0,,0,,
26,15,link,0,0,2,,2,,
27,15,link,0,0,0,,0,,
28,15,link,0,0,2,,2,,
29,15,link,0,0,0,,0,,
30,15,entity_0,,0,0,,0,,
31,15,entity_0,,0,0,,0,,
32,15,node,,0,0,,0,,
33,15,link,0,0,0,,0,,
34,15,link,0,0,0,,0,,
35,15,link,0,0,0,,0,,
36,15,link,0,0,0,,0,,
37,15,link,0,0,0,,0,,
38,15,link,0,0,0,,0,,
39,15,node,,0,0,,0,,
40,15,link,0,0,0,,0,,
41,15,entity_1,,0,0,,0,,
42,15,link,0,0,0,,0,,
43,15,link,0,0,0,,0,,
44,15,link,0,0,0,,0,,
45,15,entity_0,,0,0,,0,,
46,15,entity_0,,0,0,,0,,
47,15,link,0,0,0,,0,,
48,15,entity_1,,0,0,,0,,
49,15,entity_0,,0,0,,0,,
50,15,entity_0,,0,2,,2,,
51,15,entity_1,,0,0,,0,,
0,16,link,1,0,0,0,0,,
1,16,link,1,0,0,0,0,,
2,16,link,1,0,0,0,0,,
3,16,link,1,0,0,0,0,,
4,16,entity_2,,0,2,1,2,,
5,16,link,1,0,0,0,0,,
6,16,node,,0,2,1,2,,
7,16,link,1,0,0,0,0,,
8,16,link,1,0,0,0,0,,
9,16,link,1,0,0,0,0,,
10,16,entity_0,,0,0,1,0,,
11,16,link,1,0,0,0,0,,
12,16,link,1,0,0,0,0,,
13,16,link,1,0,0,0,0,,
14,16,link,1,0,0,0,0,,
15,16,entity_1,,0,2,1,2,,
16,16,entity_0,,0,0,1,0,,
17,16,link,1,0,0,0,0,,
18,16,link,1,0,0,0,0,,
19,16,link,0,0,2,2,2,,
20,16,link,1,0,0,0,0,,
21,16,link,1,0,0,0,0,,
22,16,entity_0,,0,2,1,2,,
23,16,link,1,0,0,0,0,,
24,16,link,1,0,0,0,0,,
25,16,link,1,0,0,0,0,,
26,16,link,1,0,0,0,0,,
27,16,link,0,1,2,2,2,,
28,16,link,0,0,2,2,2,,
29,16,link,1,0,0,0,0,,
